"","ProjectID","AssetID","Jurisdiction","DataFormat","Institutions","URL","Notes","Contact","Email","ProjFocus","PhysFocus","BioFocus","InstiType","AssetType","StudyType","TidalExp","EcoType","Latitude","Longitude","LatitudeEnd","LongitudeEnd","Depth","DepthMin","DepthMinBin","DepthMax","DepthMaxBin","MeasType","Meas/Yr","MeasFreq","MeasPeriod","ProgDur","YearSamp","StartYr","EndYr","Ongoing","Frequency","DiscSWpCO2","ATMpCO2","DiscSWpH","DiscTA","DiscDIC","SatState","DiscDO","isSWpCO2","isSWpH","isDIC","isDO","CalcParams","Methods","Instruments","Temperature","Salinity","Pressure","Turbidity","DOC","OtherPhys","Nutrients","Chlorophyll","Nitrate","Ammonium","Phosphate","Silicate","Iron","BioSamples","BioAbund","BioAdapt","BioBiomass","BioCalc","BioComm","BioDistr","BioDiv","BioEvol","BioFoodweb","BioGrowthRate","BioPhotosyn","BioRecr","BioSurvival","BioMovmnt","BioBehavior","OtherBio","OAHFocus","ISCarbPmtr","DiscCarbPmtr"
"349","2013 West Coast OA Cruise","WCOA2013 - 7-101","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",44.2,-124.17,NA,NA,NA,NA,"surface","92","<100m","spot",0.6667,"Once",NA,"1","2013","2013","2013","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"350","Ocean Survival of Salmonids (BPA)","Newport-05","Oregon","point","National Ocean and Atmospheric Administration - Northwest Fisheries Science Center",NA,"Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any moth. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper  water column (around 18 m).","Cheryl Morgan","cheryl.morgan@noaa.gov","Physical/Biogeochemical & Biological","Environmental Characterization","Fish Abundance and Prey Availability","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean",44.67,-124.17,NA,NA,NA,NA,"surface","58.5","bottom","continuous",1,"Annual","Year-Round","20","1998-Present","1998","Present","Yes",NA,"No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","Yes","No","No","Phytoplankton; Zooplankton; Fish","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Bird and mammal visual surveys","H",0,0
"351","ODFW Telemetry","Cape Perpetua","Oregon","point","Oregon Department of Fish and Wildlife - At Sea Research",NA,NA,"Polly Rankin","polly.s.rankin@state.or.us","Physical/Biogeochemical & Biological","Oceanographic Characterization","Fish Behavior and Distribution","Agency","Mooring","in situ","No","Nearshore",44.2676,-124.1693,NA,NA,NA,NA,">15m",NA,"30m","continuous",1460,"< 6 hours","May-September","1","2010","2010","2010","No","Monthly","No","No","No","No","No","No","Yes","No","No","No","Yes",NA,NA,"Seabird Electronics16+ CTD w/Seabird Electronics 43 DO","Yes","Yes","Yes","No","No",NA,NA,"No","No","No","No","No","No","Fish","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes",NA,"H",0,0
"352","2007 West Coast OA Cruise","WCOA2007 - 4-25","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory",NA,NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",44.65,-124.16,NA,NA,NA,"10","10m","53",">30m","spot",0.6667,"Once",NA,"1","2007","2007","2007","No",NA,"Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes",NA,"Deep cast rosette; underway optical sensors","Seabird 24-position carousel s/n 471; 9plus CTD s/n 315;
primary 3plus temperature sensor s/n 03P-4569 (stations 1-34) and 03P-4335 (stations 35-111);
primary 4C conductivity sensor s/n 04-3157 (stations 1-34) and 04-2887 (stations 35-111);
secondary 3plus temperature sensor s/n 03P-4341 and secondary 4C conductivity sensor s/n 04-
3068; and oxygen s/n 43-0313 (stations 1-34) and 43-0315 (stations 35-111)","Yes","Yes","Yes","No","Yes","Total Carbon; Ar and O2 isotopes",NA,"Yes","Yes","Yes","Yes","Yes","No","None","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","CDOM","OAH",0,3
"353","CeNCOOS shore-based observing stations","Indian Island Shore Station","California","point","Wiyot Tribe; Monterey Bay Aquarium Research Institute; Humboldt State University","http://www.cencoos.org/data/shore/indianisland, http://wiyot.us/biological-water-quality-monitoring-data",NA,"Kyle Weis, Dr. Brian Tissot, Tim Nelson","kyle.weis@humboldt.edu, brian.tissot@humboldt.edu, tim@wiyot.us","Physical/Biogeochemical & Biological",NA,NA,"Tribal/Academic","Shoreside Sensor","in situ",NA,"Estuarine",40.81503,-124.1572,NA,NA,NA,NA,"> surface",NA,"< 5m","continuous",34944,"15 min","Year-Round","12","2005 - Present","2005","Present","Yes","15 min","No","No","No","No","No","No","No","No","Yes","No","Yes",NA,"glass bulb electrode","YSI 6600EDS, 6589FR pH probe","Yes","Yes","Yes","Yes","No",NA,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"OAH",1,0
"354","2011 West Coast OA Cruise","WCOA2011 - 6-40","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",44.2,-124.15,NA,NA,NA,NA,"surface","46",">60m","spot",0.6667,"Once",NA,"1","2011","2011","2011","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"355","Ocean Survival of Salmonids (BPA)","Columbia River-07","Oregon","point","National Ocean and Atmospheric Administration - Northwest Fisheries Science Center",NA,"Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any moth. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper  water column (around 18 m).","Cheryl Morgan","cheryl.morgan@noaa.gov","Physical/Biogeochemical & Biological","Environmental Characterization","Fish Abundance and Prey Availability","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean",46.17,-124.15,NA,NA,NA,NA,"surface","54.9","bottom","continuous",1,"Annual","Year-Round","20","1998-Present","1998","Present","Yes",NA,"No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","Yes","No","No","Phytoplankton; Zooplankton; Fish","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Bird and mammal visual surveys","H",0,0
"356","CeNCOOS shore-based observing stations","Trinidad Shore Station","California","point","Monterey Bay Aquarium Research Institute; Humboldt State University","http://www.cencoos.org/data/shore/trinidad",NA,"Kyle Weis, Dr. Brian Tissot","kyle.weis@humboldt.edu, brian.tissot@humboldt.edu","Physical/Biogeochemical & Biological",NA,NA,"Academic","Shoreside Sensor","in situ",NA,"Estuarine",41.05501,-124.1471,NA,NA,NA,NA,"> surface",NA,"< 5m","continuous",34944,"15 min","Year-Round","12","2005 - Present","2005","Present","Yes","1 hr","No","No","No","No","No","No","No","No","Yes","No","Yes",NA,"glass bulb electrode","YSI 6600 V2, 6589FR pH sensor","Yes","Yes","Yes","Yes","No",NA,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"OAH",1,0
"357","2012 West Coast OA Cruise","WCOA2012 - 8-49","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",44.66,-124.14,NA,NA,NA,NA,"surface","51",">60m","spot",0.6667,"Once",NA,"1","2012","2012","2012","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"358","2012 West Coast OA Cruise","WCOA2012 - 7-38","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",45,-124.14,NA,NA,NA,NA,"surface","51",">60m","spot",0.6667,"Once",NA,"1","2012","2012","2012","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"359","Ambient Rivers and Streams Water Quality Monitoring","North Fork Coquille River at Hwy 42 (Myrtle Point)","Oregon","point","Oregon Department of Environmental Quality",NA,NA,"Lori Pillsbury","Lori.PILLSBURY@state.or.us","Physical/Biogeochemical & Biological","Estuarine Environmental Monitoring","Water Quality","Agency","Sample Site","Field Survey","Yes","Intertidal",43.078487,-124.138095,NA,NA,"0","0","surface","0","surface","spot",6,"Bimonthly","Year-Round","13","2005-Present","2005","Present","Yes",NA,"No","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes",NA,NA,NA,"Yes","Yes","No","Yes","No","Total Dissolved Solids;Total Solids;Total Suspended Solids;Bicarbonate Alkalinity;Total Kjedahl Nitrogen;sulfate by IC;Biochemical Oxygen Demand;Orthophosphate;Total Phosphorus;Chemical Oxygen Demand;Total Organic Carbon",NA,"Yes","Yes","Yes","Yes","No","No","Bacteria","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","E. Coli; Phaeophytin","OAH",1,2
"360","Ocean Survival of Salmonids (BPA)","Cape Perpetua-01","Oregon","point","National Ocean and Atmospheric Administration - Northwest Fisheries Science Center",NA,"Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any moth. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper  water column (around 18 m).","Cheryl Morgan","cheryl.morgan@noaa.gov","Physical/Biogeochemical & Biological","Environmental Characterization","Fish Abundance and Prey Availability","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean",44.25,-124.13,NA,NA,NA,NA,"surface","27.4","bottom","continuous",1,"Annual","Year-Round","20","1998-Present","1998","Present","Yes",NA,"No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","Yes","No","No","Phytoplankton; Zooplankton; Fish","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Bird and mammal visual surveys","H",0,0
"361","2013 West Coast OA Cruise","WCOA2013 - 6A-45","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",44.65,-124.13,NA,NA,NA,NA,"surface","92","<100m","spot",0.6667,"Once",NA,"1","2013","2013","2013","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"362","2013 West Coast OA Cruise","WCOA2013 - 6B-96","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",44.65,-124.13,NA,NA,NA,NA,"surface","92","<100m","spot",0.6667,"Once",NA,"1","2013","2013","2013","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"363","Ocean Survival of Salmonids (BPA)","Newport-03","Oregon","point","National Ocean and Atmospheric Administration - Northwest Fisheries Science Center",NA,"Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any moth. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper  water column (around 18 m).","Cheryl Morgan","cheryl.morgan@noaa.gov","Physical/Biogeochemical & Biological","Environmental Characterization","Fish Abundance and Prey Availability","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean",44.67,-124.13,NA,NA,NA,NA,"surface","46","bottom","continuous",1,"Annual","Year-Round","20","1998-Present","1998","Present","Yes",NA,"No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","Yes","No","No","Phytoplankton; Zooplankton; Fish","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Bird and mammal visual surveys","H",0,0
"364","2011 West Coast OA Cruise","WCOA2011 - 4-25","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",45,-124.13,NA,NA,NA,NA,"surface","46",">60m","spot",0.6667,"Once",NA,"1","2011","2011","2011","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"365","Ocean Survival of Salmonids (BPA)","Cascade Head-05","Oregon","point","National Ocean and Atmospheric Administration - Northwest Fisheries Science Center",NA,"Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any moth. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper  water column (around 18 m).","Cheryl Morgan","cheryl.morgan@noaa.gov","Physical/Biogeochemical & Biological","Environmental Characterization","Fish Abundance and Prey Availability","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean",45.05,-124.13,NA,NA,NA,NA,"surface","86","bottom","continuous",1,"Annual","Year-Round","20","1998-Present","1998","Present","Yes",NA,"No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","Yes","No","No","Phytoplankton; Zooplankton; Fish","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Bird and mammal visual surveys","H",0,0
"366","2012 West Coast OA Cruise","WCOA2012 - CR-23","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",46.23,-124.13,NA,NA,NA,NA,"surface","51",">60m","spot",0.6667,"Once",NA,"1","2012","2012","2012","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"367","CMOP SATURN","SATURN-02","Oregon","point","Oregon Health & Science University",NA,"DO;2012/01 – ongoing (May-Oct)","Antonio Baptista;Charles Seaton","baptista@ohsu.edu;seatonc@ohsu.edu","Physical/Biogeochemical","Estuarine Environmental Monitoring",NA,"Academic","Mooring","in situ","No","Estuarine",46.17345,-124.12717,NA,NA,NA,NA,">surface",NA,"60m","continuous",1460,"< 6 hours","Year-Round","6","2012-Present","2012","Present","Yes","near real-time;publicly accessible within 1 hour","No","No","No","No","No","No","No","No","No","No","Yes",NA,"in situ sensor","DO: Seabird SBE43 (membrane type DO sensor)","Yes","Yes","No","Yes","Yes","Meteorological data;xFDOM",NA,"Yes","Yes","No","No","No","No","None","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Phycoerythrin","H",0,0
"368","PISCO-OSU","PISCO_SH15_SAMI","Oregon","point","Oregon State University",NA,NA,"Francis Chan","chanft@science.oregonstate.edu","Physical/Biogeochemical","Environmental Characterization",NA,"Academic","Mooring","in situ","No","Nearshore",44.26657,-124.1259,NA,NA,"13","13","5m","13","15m","continuous",1460,"< 6 hours","April-October","9","2009-Present","2009","2019","Yes",NA,"No","No","Yes","Yes","No","No","No","Yes","Yes","No","No",NA,NA,"SAMI-pH;SAMI-pCO2","Yes","No","No","No","No",NA,NA,"No","No","No","No","No","No","None","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"OA",2,2
"369","PISCO-OSU","PISCO_SH15_main","Oregon","point","Oregon State University",NA,NA,"Francis Chan","chanft@science.oregonstate.edu","Physical/Biogeochemical","Environmental Characterization",NA,"Academic","Mooring","in situ","No","Nearshore",44.25233,-124.1252,NA,NA,"4;8;13","4",">surface","13","5m","continuous",1460,"< 6 hours","April-October","15","2003-Present","2003","2019","Yes",NA,"No","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes",NA,NA,"Seafet pH;Seabird Electronics16+ CTD w/Seabird Electronics 43 DO","Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","No","No","No","No","None","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"OAH",1,2
"370","National Coastal Condition Assessment","Siuslaw River","Oregon","point","Oregon Department of Environmental Quality",NA,NA,"Lori Pillsbury","Lori.PILLSBURY@state.or.us","Physical/Biogeochemical & Biological","Estuarine Environmental Monitoring","Community Structure and Composition","Agency","Sample Site","Field Survey","Yes","Estuarine",43.98598,-124.12168,NA,NA,NA,NA,"surface",NA,"bottom","spot",0.2,"5  Years","April-October","28","1990-Present","1990","Present","Yes",NA,"No","No","No","No","No","No","Yes","No","No","No","No",NA,NA,NA,"No","Yes","No","Yes","No","Sediment Contaminates;Sediment Toxicity",NA,"Yes","No","No","No","No","No","Fish; Benthic Macroinvertebrates","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Benthic Macroinvertebrates; Ecological Fish Tissue Contaminates","H",0,0
"371","PISCO-OSU","SHLX00","Oregon","point","Oregon State University",NA,NA,"Francis Chan","chanft@science.oregonstate.edu","Physical/Biogeochemical & Biological","Environmental Characterization","Benthic Community Structure and Abundance","Academic","Shoreside Sensor","in situ","Yes","Intertidal",44.25,-124.12,NA,NA,NA,NA,"surface",NA,"surface","continuous",1460,"< 6 hours","April-October","7","2011-Present","2011","2019","Yes",NA,"No","No","Yes","Yes","No","No","No","No","Yes","No","No",NA,NA,"MBARI (G. Friederich)-designed Durafet-based pH sensor","Yes","No","No","No","No",NA,NA,"Yes","Yes","No","No","No","No","Shellfish; Macrophytes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"OA",1,2
"372","2011 West Coast OA Cruise","WCOA2011 - 5-27","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0123467.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",44.63,-124.12,NA,NA,NA,NA,"surface","46",">60m","spot",0.6667,"Once",NA,"1","2011","2011","2011","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"373","2012 West Coast OA Cruise","WCOA2012 - 6-35","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0123468.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",45.5,-124.12,NA,NA,NA,NA,"surface","51",">60m","spot",0.6667,"Once",NA,"1","2012","2012","2012","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
"374","National Coastal Condition Assessment","Umpqua River","Oregon","point","Oregon Department of Environmental Quality",NA,NA,"Lori Pillsbury","Lori.PILLSBURY@state.or.us","Physical/Biogeochemical & Biological","Estuarine Environmental Monitoring","Community Structure and Composition","Agency","Sample Site","Field Survey","Yes","Estuarine",43.73427,-124.1153,NA,NA,NA,NA,"surface",NA,"bottom","spot",0.2,"5  Years","April-October","28","1990-Present","1990","Present","Yes",NA,"No","No","No","No","No","No","Yes","No","No","No","No",NA,NA,NA,"No","Yes","No","Yes","No","Sediment Contaminates;Sediment Toxicity",NA,"Yes","No","No","No","No","No","Fish; Benthic Macroinvertebrates","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Benthic Macroinvertebrates; Ecological Fish Tissue Contaminates","H",0,0
"375","ODFW Telemetry","Seal Rock 2015","Oregon","point","Oregon Department of Fish and Wildlife - At Sea Research",NA,NA,"Polly Rankin","polly.s.rankin@state.or.us","Physical/Biogeochemical & Biological","Oceanographic Characterization","Fish Behavior and Distribution","Agency","Mooring","in situ","No","Nearshore",44.5269,-124.112,NA,NA,NA,NA,">5m",NA,"15m","continuous",1460,"< 6 hours","April-December","1","2015","2015","2015","No","Every 2 Months","No","No","No","No","No","No","Yes","No","No","No","Yes",NA,NA,"Seabird Electronics16+ CTD w/Seabird Electronics 43 DO","Yes","Yes","Yes","No","No",NA,NA,"No","No","No","No","No","No","Fish","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Scattering; light","H",0,0
"376","Ocean Survival of Salmonids (BPA)","Cape Falcon-07","Oregon","point","National Ocean and Atmospheric Administration - Northwest Fisheries Science Center",NA,"Nutrients only measured to 3 m depth. DO sensor was added in September 2006. Surveys have run annualy in June since 1998 until present. Surveys have also ran annually in May from 1999 through 2012. Sampling in May begain in 2015 but not at transects or stations and only around Willapa Bay to the Columbia River. Surveys also ran annualy in September from 1999 through 2012. Not all transects were sampled during any moth. In may generally;3 to 8 transects were sampled;in June 5 - 9 transects were sampled;and in September 3 - 8 transects were sampled. Juvenile salmon and associated enkton are colleted using a nordic rope trawl in the upper  water column (around 18 m).","Cheryl Morgan","cheryl.morgan@noaa.gov","Physical/Biogeochemical & Biological","Environmental Characterization","Fish Abundance and Prey Availability","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean",45.73,-124.11,NA,NA,NA,NA,"surface","73.2","bottom","continuous",1,"Annual","Year-Round","20","1998-Present","1998","Present","Yes",NA,"No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","Yes","No","No","Phytoplankton; Zooplankton; Fish","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Bird and mammal visual surveys","H",0,0
"377","2013 West Coast OA Cruise","WCOA2013 - CR-44","West Coast","point","National Ocean and Atmospheric Administration - Pacific Marine Environmental Laboratory","http://www.nodc.noaa.gov/oceanacidification/data/0132082.xml",NA,"Dr. Richard Feely","richard.a.feely@noaa.gov","Physical/Biogeochemical & Biological","Oceanographic Characterization","Plankton Distribution","Agency","Cruise Station","Cruise","No","Nearshore; Open Ocean; Deep Sea",46.17,-124.11,NA,NA,NA,NA,"surface","92","<100m","spot",0.6667,"Once",NA,"1","2013","2013","2013","No",NA,"Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes",NA,NA,NA,"Yes","Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","No","No","No","Phytoplankton; Zooplankton","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No",NA,"OAH",0,4
